"GeneID","GeneSymbol","log2FC","pvalue","padj"
"GENE_2569","Gene2569",-0.1728646913514,0.296231700688177,0.839976466979707
"GENE_0315","Gene315",0.233090142083592,0.296806751558993,0.840812327362586
"GENE_0742","Gene742",-0.165469616271632,0.297470963290994,0.841898952710361
"GENE_0272","Gene272",0.195827382477352,0.298519942706681,0.843276674312657
"GENE_0481","Gene481",-0.11156764726407,0.298434284980172,0.843276674312657
"GENE_1587","Gene1587",-0.196573631475719,0.299227022301558,0.844478896429608
"GENE_1431","Gene1431",-0.198070320815454,0.299521810925753,0.844516384189154
"GENE_0586","Gene586",0.198510322863056,0.302932833912281,0.84682998639466
"GENE_0607","Gene607",-0.268187616868024,0.302197784046643,0.84682998639466
"GENE_0692","Gene692",-0.166282003451231,0.302376495259753,0.84682998639466
"GENE_0756","Gene756",-0.188434023491617,0.302879319727703,0.84682998639466
"GENE_1128","Gene1128",0.226410255667955,0.302684848460572,0.84682998639466
"GENE_2537","Gene2537",0.220620234249081,0.302438803890353,0.84682998639466
"GENE_2581","Gene2581",0.181144685531908,0.303035590006983,0.84682998639466
"GENE_2593","Gene2593",0.228773259416295,0.303165135129288,0.84682998639466
"GENE_2787","Gene2787",-0.132955913245673,0.30102614193921,0.84682998639466
"GENE_2917","Gene2917",0.228584943003503,0.302814277042781,0.84682998639466
"GENE_0824","Gene824",0.148297821373091,0.303519306179192,0.847030621895419
"GENE_0496","Gene496",0.192584008624033,0.306219894117161,0.85086682523144
"GENE_0801","Gene801",0.168810288642678,0.306109512748681,0.85086682523144
"GENE_1753","Gene1753",-0.19316103400394,0.306312057083319,0.85086682523144
"GENE_2055","Gene2055",0.175983533139466,0.305983540663893,0.85086682523144
"GENE_2177","Gene2177",0.171612160726353,0.306267827791795,0.85086682523144
"GENE_2100","Gene2100",0.175116431718251,0.306758698518757,0.85131923733235
"GENE_2005","Gene2005",0.189694991912469,0.307048917192734,0.85133710866747
"GENE_0341","Gene341",-0.223143244132443,0.309038778930122,0.851926176666987
"GENE_0446","Gene446",0.22246526260215,0.31095305448345,0.851926176666987
"GENE_0837","Gene837",-0.148139743931113,0.310308238761046,0.851926176666987
"GENE_1145","Gene1145",0.157596676557406,0.310620862470829,0.851926176666987
"GENE_1395","Gene1395",0.168858703995062,0.310504564626132,0.851926176666987
"GENE_1475","Gene1475",-0.158740225944467,0.309109128551304,0.851926176666987
"GENE_1835","Gene1835",0.221744857082238,0.307749468553312,0.851926176666987
"GENE_2109","Gene2109",0.184899847232239,0.310375821322389,0.851926176666987
"GENE_2255","Gene2255",-0.161545154036683,0.310878057442245,0.851926176666987
"GENE_2504","Gene2504",-0.170645831026367,0.310362326803729,0.851926176666987
"GENE_2543","Gene2543",0.159503517827756,0.308678851291644,0.851926176666987
"GENE_2736","Gene2736",-0.155161179293112,0.307947860910658,0.851926176666987
"GENE_2819","Gene2819",0.164648910177634,0.308589496965147,0.851926176666987
"GENE_0228","Gene228",0.177648453077802,0.314735569970612,0.856947685545378
"GENE_0793","Gene793",0.200408948518231,0.315027322390248,0.856947685545378
"GENE_1253","Gene1253",0.202469411566778,0.315184044660505,0.856947685545378
"GENE_1465","Gene1465",0.198782184371296,0.315101535118317,0.856947685545378
"GENE_1495","Gene1495",-0.200705966544076,0.315192681495828,0.856947685545378
"GENE_1742","Gene1742",-0.126887967952543,0.314484756822574,0.856947685545378
"GENE_2224","Gene2224",-0.159397423246536,0.315356748280699,0.856947685545378
"GENE_2657","Gene2657",0.114913369202147,0.314210679916751,0.856947685545378
"GENE_2986","Gene2986",-0.208401483898747,0.314526863587306,0.856947685545378
"GENE_0700","Gene700",-0.151931502648272,0.316092696157452,0.857435767665278
"GENE_1250","Gene1250",-0.200397227845743,0.316965422113598,0.857435767665278
"GENE_2271","Gene2271",-0.1946181842759,0.316839594443406,0.857435767665278
"GENE_2310","Gene2310",-0.218084838693457,0.316777367270454,0.857435767665278
"GENE_2440","Gene2440",-0.136575530179306,0.316387739170373,0.857435767665278
"GENE_1408","Gene1408",-0.156508336055424,0.317631341574839,0.858463085337401
"GENE_0829","Gene829",0.195558969519893,0.318340715566816,0.859605892619664
"GENE_1721","Gene1721",0.154670306615493,0.319217065368038,0.861197118798663
"GENE_0222","Gene222",-0.205578755618735,0.324769118341955,0.861382518500239
"GENE_0514","Gene514",-0.203570253230682,0.324309970433092,0.861382518500239
"GENE_0517","Gene517",0.168752166691119,0.320089616726685,0.861382518500239
"GENE_0592","Gene592",-0.170001657954803,0.321597321899593,0.861382518500239
"GENE_0618","Gene618",0.221675251927937,0.320328375344843,0.861382518500239
"GENE_0924","Gene924",-0.220095799484007,0.3236045972224,0.861382518500239
"GENE_1283","Gene1283",0.220865935011666,0.323326906542227,0.861382518500239
"GENE_1321","Gene1321",-0.148961486428606,0.323988319457828,0.861382518500239
"GENE_1365","Gene1365",-0.119285156745818,0.325028336980757,0.861382518500239
"GENE_1402","Gene1402",-0.161895631609083,0.320907771363164,0.861382518500239
"GENE_1530","Gene1530",-0.139397821335177,0.323033804243944,0.861382518500239
"GENE_1541","Gene1541",-0.197660671216693,0.322643869909332,0.861382518500239
"GENE_2054","Gene2054",-0.103978562713749,0.320907284368725,0.861382518500239
"GENE_2306","Gene2306",0.159169569889333,0.324700016921419,0.861382518500239
"GENE_2529","Gene2529",-0.131720802410699,0.323867202252065,0.861382518500239
"GENE_2637","Gene2637",0.148581566023916,0.32468474861352,0.861382518500239
"GENE_2756","Gene2756",-0.195329412118753,0.320153410401828,0.861382518500239
"GENE_2883","Gene2883",-0.184872987618652,0.323525696677351,0.861382518500239
"GENE_2905","Gene2905",0.205057813208256,0.323284429581169,0.861382518500239
"GENE_2909","Gene2909",0.171430587634316,0.323565724019081,0.861382518500239
"GENE_0964","Gene964",0.190655572963777,0.325402128942556,0.861611991904386
"GENE_0754","Gene754",-0.113592157371777,0.325984496407475,0.862266730857052
"GENE_0840","Gene840",0.18956820322875,0.326491122898974,0.862266730857052
"GENE_0934","Gene934",-0.135962167370941,0.326757332449675,0.862266730857052
"GENE_0936","Gene936",0.159695486491174,0.326799090994823,0.862266730857052
"GENE_0730","Gene730",-0.188729352542679,0.327920741403992,0.862305815737003
"GENE_0898","Gene898",-0.164358191358248,0.327700351708482,0.862305815737003
"GENE_1100","Gene1100",-0.14397119316064,0.327388862811688,0.862305815737003
"GENE_1814","Gene1814",-0.240444164384812,0.328155797210074,0.862305815737003
"GENE_2534","Gene2534",0.155721809497535,0.328251080523886,0.862305815737003
"GENE_1644","Gene1644",-0.2193495763621,0.32917955235428,0.863988326389185
"GENE_0392","Gene392",0.18211363747511,0.32996390086893,0.864935687368034
"GENE_1626","Gene1626",0.164796482761041,0.3301171206788,0.864935687368034
"GENE_2531","Gene2531",-0.158283209077858,0.330475984624356,0.86512037859779
"GENE_1627","Gene1627",0.171393148587657,0.330883353396734,0.865431613069052
"GENE_0249","Gene249",-0.202819460008834,0.333037894151076,0.865783087047858
"GENE_0412","Gene412",0.163695997451456,0.332784021058005,0.865783087047858
"GENE_0812","Gene812",-0.176228638522429,0.331649243992609,0.865783087047858
"GENE_0970","Gene970",-0.132882243097505,0.332889289848036,0.865783087047858
"GENE_2090","Gene2090",-0.242669214778104,0.331723212213182,0.865783087047858
"GENE_2191","Gene2191",0.160182555922643,0.332491693458743,0.865783087047858
"GENE_2544","Gene2544",0.145758961302287,0.332292320921113,0.865783087047858
"GENE_0685","Gene685",-0.118519644282552,0.334806924236464,0.866920292262119
"GENE_0714","Gene714",0.205765559867148,0.336667179853345,0.866920292262119
"GENE_1304","Gene1304",0.140814912968413,0.338098913982226,0.866920292262119
"GENE_1633","Gene1633",0.155851305248073,0.336177971573945,0.866920292262119
"GENE_1718","Gene1718",0.188180655518423,0.33732588333536,0.866920292262119
"GENE_1745","Gene1745",0.159178763617104,0.337252258960213,0.866920292262119
"GENE_1897","Gene1897",-0.174847955877067,0.335544889821078,0.866920292262119
"GENE_1903","Gene1903",-0.154264109794763,0.334156605686674,0.866920292262119
"GENE_1982","Gene1982",0.179098609951132,0.336042857733892,0.866920292262119
"GENE_2033","Gene2033",-0.2070693206395,0.337742847367881,0.866920292262119
"GENE_2207","Gene2207",0.15775277874673,0.335978963460017,0.866920292262119
"GENE_2269","Gene2269",0.163045929824719,0.336691724539471,0.866920292262119
"GENE_2495","Gene2495",0.171102242367792,0.335892442364712,0.866920292262119
"GENE_2555","Gene2555",-0.205801435635344,0.33491057614841,0.866920292262119
"GENE_2680","Gene2680",-0.153683669199922,0.337217671426019,0.866920292262119
"GENE_2757","Gene2757",-0.0962967738212797,0.337896282473183,0.866920292262119
"GENE_0581","Gene581",0.194520962009733,0.338475957703108,0.867145920674059
"GENE_0267","Gene267",-0.192999554750093,0.34031235840305,0.869164984765293
"GENE_0696","Gene696",-0.159319219836738,0.340269369812849,0.869164984765293
"GENE_1312","Gene1312",-0.173184763631626,0.341027845845995,0.869164984765293
"GENE_1939","Gene1939",0.213016240600579,0.340877927255425,0.869164984765293
"GENE_2004","Gene2004",-0.13482766310586,0.341292117351172,0.869164984765293
"GENE_2357","Gene2357",-0.170062637567889,0.341232154004954,0.869164984765293
"GENE_2595","Gene2595",-0.207543050431113,0.340267802917617,0.869164984765293
"GENE_0280","Gene280",-0.152658149843897,0.341889544553159,0.869267215395728
"GENE_2420","Gene2420",-0.15417087523323,0.341911771388986,0.869267215395728
"GENE_0826","Gene826",0.211065539235848,0.34326161611698,0.869356192472171
"GENE_1152","Gene1152",-0.148404863625756,0.34420260501019,0.869356192472171
"GENE_1246","Gene1246",-0.152421867370477,0.342517552205308,0.869356192472171
"GENE_1719","Gene1719",0.161024927609292,0.343440201801794,0.869356192472171
"GENE_1932","Gene1932",0.225740049031147,0.343225310744985,0.869356192472171
"GENE_2254","Gene2254",0.165900519388436,0.343913736274361,0.869356192472171
"GENE_2851","Gene2851",-0.188809133097165,0.34426505221898,0.869356192472171
"GENE_2931","Gene2931",-0.183983577804062,0.344209274036589,0.869356192472171
"GENE_0444","Gene444",0.162684814521771,0.345568474771865,0.869719315701003
"GENE_1645","Gene1645",0.216884252622687,0.344732999086225,0.869719315701003
"GENE_2048","Gene2048",-0.128660025546016,0.345077584405719,0.869719315701003
"GENE_2854","Gene2854",-0.210898051137159,0.345491697795011,0.869719315701003
"GENE_2304","Gene2304",-0.181646335139231,0.34652188798331,0.870658010008317
"GENE_2388","Gene2388",-0.162252911833395,0.346367445828184,0.870658010008317
"GENE_2288","Gene2288",-0.173796257602542,0.347193896013551,0.870887699030646
"GENE_2673","Gene2673",-0.132916227041655,0.346948462098305,0.870887699030646
"GENE_0716","Gene716",-0.155825213150218,0.347682789775538,0.871385438033929
"GENE_0732","Gene732",-0.169309270692076,0.348012349994336,0.871483347231224
"GENE_0294","Gene294",0.144633398507748,0.349930829066298,0.872645459018199
"GENE_2084","Gene2084",-0.136389547685128,0.349380719558622,0.872645459018199
"GENE_2371","Gene2371",0.16661998395633,0.349746235279626,0.872645459018199
"GENE_2592","Gene2592",-0.170191888243258,0.348798676007663,0.872645459018199
"GENE_2779","Gene2779",-0.176048080720689,0.349703865422696,0.872645459018199
"GENE_0227","Gene227",-0.159157758087461,0.350265099546025,0.872753570297404
"GENE_2459","Gene2459",-0.144079444046158,0.350774428059047,0.873297331267338
"GENE_0205","Gene205",0.161173138004178,0.351300159153703,0.873631389805637
"GENE_0797","Gene797",-0.137184875226657,0.351491029165135,0.873631389805637
"GENE_1931","Gene1931",-0.197181407513359,0.352616947408859,0.874980018384266
"GENE_2146","Gene2146",0.175279291762212,0.352583676587428,0.874980018384266
"GENE_0253","Gene253",0.199483821591333,0.353455947633362,0.875629312921365
"GENE_1209","Gene1209",-0.139893773476781,0.353676552660614,0.875629312921365
"GENE_2261","Gene2261",-0.155103606628394,0.353754242420232,0.875629312921365
"GENE_0937","Gene937",0.176128860779859,0.354329751988635,0.876330796344522
"GENE_0239","Gene239",-0.143586859607446,0.359431968322835,0.877993649221087
"GENE_0339","Gene339",0.188228414384382,0.35606183484227,0.877993649221087
"GENE_0546","Gene546",0.172211313086075,0.356020327741566,0.877993649221087
"GENE_0584","Gene584",0.205560454125575,0.357295304271237,0.877993649221087
"GENE_0731","Gene731",-0.218430526725577,0.358528953865039,0.877993649221087
"GENE_0788","Gene788",-0.211396255784271,0.357378068891775,0.877993649221087
"GENE_0922","Gene922",-0.146332561282314,0.359977396180646,0.877993649221087
"GENE_0929","Gene929",-0.166486263894996,0.358058762467503,0.877993649221087
"GENE_1429","Gene1429",-0.203357326371659,0.359325866116058,0.877993649221087
"GENE_1598","Gene1598",0.172432356835444,0.356377095406898,0.877993649221087
"GENE_1789","Gene1789",-0.169815497482258,0.359380252901176,0.877993649221087
"GENE_1823","Gene1823",-0.171709608072125,0.356982196875295,0.877993649221087
"GENE_1850","Gene1850",0.220065637326385,0.358709835490376,0.877993649221087
"GENE_2119","Gene2119",-0.207829690952109,0.358229492783975,0.877993649221087
"GENE_2282","Gene2282",0.200018262544898,0.356329121663332,0.877993649221087
"GENE_2432","Gene2432",0.153606554978978,0.359783742284885,0.877993649221087
"GENE_2837","Gene2837",0.173327333788533,0.357674096350743,0.877993649221087
"GENE_0463","Gene463",-0.111391959391878,0.366932048619637,0.878018074928609
"GENE_0918","Gene918",0.186722662643847,0.366382185228953,0.878018074928609
"GENE_1020","Gene1020",0.176937435487837,0.360328415928486,0.878018074928609
"GENE_1059","Gene1059",0.213400777467596,0.365259938406044,0.878018074928609
"GENE_1120","Gene1120",-0.166636677050839,0.364273006656458,0.878018074928609
"GENE_1134","Gene1134",-0.210859649106068,0.366858923727265,0.878018074928609
"GENE_1179","Gene1179",0.146791179630394,0.365093198594822,0.878018074928609
"GENE_1226","Gene1226",0.161397833827571,0.365851459806435,0.878018074928609
"GENE_1229","Gene1229",0.099764878173124,0.363784193247367,0.878018074928609
"GENE_1577","Gene1577",-0.242378886528119,0.364162980790342,0.878018074928609
"GENE_1886","Gene1886",-0.141757242915627,0.365684612257028,0.878018074928609
"GENE_1906","Gene1906",-0.202382876410972,0.367011555320159,0.878018074928609
"GENE_1933","Gene1933",0.183997602929622,0.364127399576152,0.878018074928609
"GENE_1945","Gene1945",0.129805929488356,0.361145851808006,0.878018074928609
"GENE_1946","Gene1946",0.190004401509798,0.365080331812684,0.878018074928609
"GENE_2314","Gene2314",-0.123089762806464,0.366914977621835,0.878018074928609
"GENE_2408","Gene2408",0.148460683049793,0.362755739413563,0.878018074928609
"GENE_2558","Gene2558",0.174658719730545,0.362277373798136,0.878018074928609
"GENE_2596","Gene2596",-0.154693249262978,0.363575741941627,0.878018074928609
"GENE_2633","Gene2633",-0.181808837865104,0.362963267762957,0.878018074928609
"GENE_2817","Gene2817",-0.180734430555086,0.366051631124965,0.878018074928609
"GENE_2903","Gene2903",-0.168624427740124,0.36305754362566,0.878018074928609
"GENE_2944","Gene2944",-0.166177801990316,0.362758371426689,0.878018074928609
"GENE_2953","Gene2953",-0.143302521760127,0.360898809258962,0.878018074928609
"GENE_2932","Gene2932",0.192245150192748,0.367466322309946,0.878405551338516
"GENE_0431","Gene431",0.15200499301412,0.36907718700731,0.881553790622555
"GENE_0999","Gene999",0.176546204313144,0.36982018545941,0.882625740953245
"GENE_0616","Gene616",0.173780458340229,0.371323032950286,0.882701346157574
"GENE_0781","Gene781",0.104490871361397,0.371189065608715,0.882701346157574
"GENE_1291","Gene1291",-0.186341032762742,0.370898576292972,0.882701346157574
"GENE_1522","Gene1522",0.188836909920674,0.371178582236854,0.882701346157574
"GENE_2913","Gene2913",0.162727569043968,0.37121891394935,0.882701346157574
"GENE_0414","Gene414",-0.165930264176398,0.380151618911267,0.882771723072241
"GENE_0477","Gene477",0.149656641543929,0.379438111298836,0.882771723072241
"GENE_0488","Gene488",-0.162356825874896,0.377899214043732,0.882771723072241
"GENE_0591","Gene591",-0.158767342171533,0.372975132064394,0.882771723072241
"GENE_0648","Gene648",-0.144604713269675,0.380474612644136,0.882771723072241
"GENE_0737","Gene737",0.165506672339669,0.376080183838243,0.882771723072241
"GENE_0785","Gene785",0.142031555792567,0.375773425194413,0.882771723072241
"GENE_0800","Gene800",0.195628397505006,0.37981274949293,0.882771723072241
"GENE_1108","Gene1108",-0.16134072970078,0.373537708294983,0.882771723072241
"GENE_1162","Gene1162",-0.154440498930589,0.375118086472551,0.882771723072241
"GENE_1198","Gene1198",0.182902008023975,0.374255733725376,0.882771723072241
"GENE_1236","Gene1236",0.162647346045251,0.377840702847742,0.882771723072241
"GENE_1289","Gene1289",0.147328964822341,0.380198084764294,0.882771723072241
"GENE_1381","Gene1381",0.136031340689836,0.372276431132179,0.882771723072241
"GENE_1515","Gene1515",0.130784707535849,0.38027046501788,0.882771723072241
"GENE_1593","Gene1593",-0.157959035944753,0.376893674166403,0.882771723072241
